Date,borough_NM,borough_CD,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
06/05/2020,Westminster,E09000033,-94,-61,-64,-89,-79,32
07/05/2020,Westminster,E09000033,-94,-58,-63,-89,-79,32
08/05/2020,Westminster,E09000033,-95,-63,-56,-92,-85,35
09/05/2020,Westminster,E09000033,-95,-59,-60,-90,-58,19
10/05/2020,Westminster,E09000033,-95,-63,-80,-91,-63,NA
11/05/2020,Westminster,E09000033,-93,-61,-73,-88,-79,33
12/05/2020,Westminster,E09000033,-94,-60,-65,-88,-79,32
13/05/2020,Westminster,E09000033,-94,-61,-73,-88,-79,33
14/05/2020,Westminster,E09000033,-94,-60,-67,-88,-78,33
15/05/2020,Westminster,E09000033,-94,-58,-64,-87,-77,33
16/05/2020,Westminster,E09000033,-95,-59,-65,-89,-57,19
17/05/2020,Westminster,E09000033,-93,-55,-50,-87,-56,NA
18/05/2020,Westminster,E09000033,-92,-55,-49,-85,-76,31
19/05/2020,Westminster,E09000033,-92,-56,-43,-86,-77,30
20/05/2020,Westminster,E09000033,-93,-54,-39,-86,-76,29
21/05/2020,Westminster,E09000033,-93,-56,-49,-87,-77,31
22/05/2020,Westminster,E09000033,-93,-54,-60,-86,-75,31
23/05/2020,Westminster,E09000033,-95,-58,-69,-88,-54,19
24/05/2020,Westminster,E09000033,-92,-52,-43,-86,-52,13
25/05/2020,Westminster,E09000033,-92,-56,13,-88,-84,27
26/05/2020,Westminster,E09000033,-91,-53,-40,-85,-75,29
27/05/2020,Westminster,E09000033,-92,-55,-46,-85,-75,29
28/05/2020,Westminster,E09000033,-92,-54,-43,-85,-74,29
29/05/2020,Westminster,E09000033,-93,-53,-46,-84,-72,29
30/05/2020,Westminster,E09000033,-93,-50,-35,-84,-44,14
31/05/2020,Westminster,E09000033,-91,-47,-26,-83,-44,12
01/06/2020,Westminster,E09000033,-90,-50,-35,-83,-72,28
02/06/2020,Westminster,E09000033,-91,-50,-32,-83,-72,27
03/06/2020,Westminster,E09000033,-91,-54,-40,-82,-73,30
04/06/2020,Westminster,E09000033,-92,-55,-62,-85,-73,30
05/06/2020,Westminster,E09000033,-92,-54,-65,-84,-71,30
06/06/2020,Westminster,E09000033,-93,-56,-65,-82,-45,18
07/06/2020,Westminster,E09000033,-91,-48,-50,-81,-45,14
08/06/2020,Westminster,E09000033,-90,-50,-49,-82,-72,28
09/06/2020,Westminster,E09000033,-90,-51,-42,-82,-71,28
10/06/2020,Westminster,E09000033,-91,-56,-70,-84,-72,30
11/06/2020,Westminster,E09000033,-91,-54,-62,-84,-71,30
12/06/2020,Westminster,E09000033,-91,-52,-62,-82,-69,29
13/06/2020,Westminster,E09000033,-92,-47,-34,-80,-33,12
14/06/2020,Westminster,E09000033,-90,-46,-32,-81,-34,10
15/06/2020,Westminster,E09000033,-83,-46,-30,-78,-69,25
16/06/2020,Westminster,E09000033,-85,-46,-36,-80,-69,27
17/06/2020,Westminster,E09000033,-87,-52,-54,-80,-69,28
18/06/2020,Westminster,E09000033,-88,-51,-54,-81,-70,28
19/06/2020,Westminster,E09000033,-88,-48,-53,-79,-68,27
20/06/2020,Westminster,E09000033,-87,-44,-30,-76,-29,11
21/06/2020,Westminster,E09000033,-86,-49,-45,-79,-29,10
22/06/2020,Westminster,E09000033,-83,-44,-17,-77,-68,24
23/06/2020,Westminster,E09000033,-85,-42,-10,-77,-68,24
24/06/2020,Westminster,E09000033,-86,-43,-14,-78,-67,23
25/06/2020,Westminster,E09000033,-86,-44,-14,-77,-67,24
26/06/2020,Westminster,E09000033,-87,-44,-29,-76,-66,25
27/06/2020,Westminster,E09000033,-88,-49,-56,-77,-34,14
28/06/2020,Westminster,E09000033,-85,-48,-42,-77,-29,11
29/06/2020,Westminster,E09000033,-83,-46,-39,-77,-67,25
30/06/2020,Westminster,E09000033,-83,-48,-51,-78,-67,26
01/07/2020,Westminster,E09000033,-83,-48,-49,-78,-66,25
02/07/2020,Westminster,E09000033,-83,-49,-53,-78,-67,26
03/07/2020,Westminster,E09000033,-83,-44,-42,-75,-64,24
04/07/2020,Westminster,E09000033,-79,-45,-55,-73,-25,10
05/07/2020,Westminster,E09000033,-75,-40,-33,-71,-22,7
06/07/2020,Westminster,E09000033,-75,-44,-35,-73,-66,22
07/07/2020,Westminster,E09000033,-77,-47,-38,-74,-67,24
08/07/2020,Westminster,E09000033,-79,-48,-56,-76,-65,24
09/07/2020,Westminster,E09000033,-79,-47,-54,-75,-66,24
10/07/2020,Westminster,E09000033,-78,-43,-42,-72,-63,21
11/07/2020,Westminster,E09000033,-77,-41,-35,-69,-22,8
12/07/2020,Westminster,E09000033,-74,-39,-24,-69,-23,5
13/07/2020,Westminster,E09000033,-74,-41,-25,-71,-65,21
14/07/2020,Westminster,E09000033,-75,-44,-34,-73,-66,22
15/07/2020,Westminster,E09000033,-75,-47,-43,-74,-64,21
16/07/2020,Westminster,E09000033,-75,-44,-35,-73,-64,22
17/07/2020,Westminster,E09000033,-75,-40,-22,-69,-61,19
18/07/2020,Westminster,E09000033,-74,-41,-27,-66,-20,6
19/07/2020,Westminster,E09000033,-73,-46,-50,-70,-18,7
20/07/2020,Westminster,E09000033,-70,-39,-14,-70,-63,20
21/07/2020,Westminster,E09000033,-72,-42,-20,-71,-63,21
22/07/2020,Westminster,E09000033,-73,-43,-26,-71,-64,20
23/07/2020,Westminster,E09000033,-73,-44,-31,-72,-64,21
24/07/2020,Westminster,E09000033,-74,-43,-32,-69,-62,20
25/07/2020,Westminster,E09000033,-75,-49,-63,-68,-23,9
26/07/2020,Westminster,E09000033,-70,-44,-43,-65,-19,5
27/07/2020,Westminster,E09000033,-72,-46,-44,-70,-66,21
28/07/2020,Westminster,E09000033,-70,-44,-24,-70,-65,21
29/07/2020,Westminster,E09000033,-71,-43,-21,-70,-63,19
30/07/2020,Westminster,E09000033,-71,-42,-14,-70,-64,19
31/07/2020,Westminster,E09000033,-73,-43,-21,-67,-63,16
01/08/2020,Westminster,E09000033,-72,-41,-33,-63,-18,5
02/08/2020,Westminster,E09000033,-69,-41,-29,-63,-18,3
03/08/2020,Westminster,E09000033,-66,-42,-21,-67,-65,18
04/08/2020,Westminster,E09000033,-66,-41,-18,-69,-65,19
05/08/2020,Westminster,E09000033,-64,-43,-21,-69,-64,19
06/08/2020,Westminster,E09000033,-70,-42,-23,-69,-64,19
07/08/2020,Westminster,E09000033,-72,-42,-27,-67,-63,17
08/08/2020,Westminster,E09000033,-72,-40,-33,-63,-18,4
09/08/2020,Westminster,E09000033,-69,-39,-31,-64,-15,3
10/08/2020,Westminster,E09000033,-63,-39,-18,-65,-65,18
11/08/2020,Westminster,E09000033,-63,-39,-21,-67,-65,18
12/08/2020,Westminster,E09000033,-65,-42,-30,-68,-64,18
13/08/2020,Westminster,E09000033,-71,-45,-40,-69,-65,20
14/08/2020,Westminster,E09000033,-71,-47,-49,-66,-63,19
15/08/2020,Westminster,E09000033,-69,-48,-54,-63,-20,7
16/08/2020,Westminster,E09000033,-67,-45,-46,-64,-20,5
17/08/2020,Westminster,E09000033,-59,-44,-33,-64,-65,18
18/08/2020,Westminster,E09000033,-59,-44,-24,-66,-64,18
19/08/2020,Westminster,E09000033,-64,-51,-55,-67,-65,20
20/08/2020,Westminster,E09000033,-66,-42,-18,-67,-64,17
21/08/2020,Westminster,E09000033,-68,-44,-41,-65,-63,18
22/08/2020,Westminster,E09000033,-66,-44,-39,-60,-22,5
23/08/2020,Westminster,E09000033,-64,-43,-39,-60,NA,4
24/08/2020,Westminster,E09000033,-54,-43,-29,-63,-64,18
25/08/2020,Westminster,E09000033,-57,-46,-43,-64,-65,19
26/08/2020,Westminster,E09000033,-54,-41,-24,-62,-63,16
27/08/2020,Westminster,E09000033,-66,-48,-45,-66,-65,20
28/08/2020,Westminster,E09000033,-66,-44,-49,-63,-64,17
29/08/2020,Westminster,E09000033,-64,-44,-50,-56,-27,6
30/08/2020,Westminster,E09000033,-54,-39,-32,-52,NA,3
31/08/2020,Westminster,E09000033,-48,-47,-7,-64,-77,16
01/09/2020,Westminster,E09000033,-62,-40,-22,-63,-66,17
02/09/2020,Westminster,E09000033,-64,-43,-37,-65,-65,18
03/09/2020,Westminster,E09000033,-65,-44,-40,-65,-65,18
04/09/2020,Westminster,E09000033,-65,-42,-42,-61,-62,16
05/09/2020,Westminster,E09000033,-61,-41,-36,-56,-26,5
06/09/2020,Westminster,E09000033,-59,-41,-35,-59,NA,3
07/09/2020,Westminster,E09000033,-61,-39,-32,-62,-65,16
08/09/2020,Westminster,E09000033,-61,-41,-25,-63,-65,16
09/09/2020,Westminster,E09000033,-62,-41,-34,-63,-64,16
10/09/2020,Westminster,E09000033,-62,-40,-23,-62,-64,16
11/09/2020,Westminster,E09000033,-64,-41,-38,-60,-62,15
12/09/2020,Westminster,E09000033,-61,-39,-32,-55,-26,5
13/09/2020,Westminster,E09000033,-57,-38,-18,-53,-25,2
14/09/2020,Westminster,E09000033,-60,-35,-10,-60,-60,15
15/09/2020,Westminster,E09000033,-60,-39,-15,-60,-60,15
16/09/2020,Westminster,E09000033,-62,-40,-27,-62,-60,15
17/09/2020,Westminster,E09000033,-62,-41,-28,-62,-60,16
18/09/2020,Westminster,E09000033,-63,-41,-35,-60,-58,15
19/09/2020,Westminster,E09000033,-59,-38,-28,-54,-27,4
20/09/2020,Westminster,E09000033,-57,-39,-24,-55,-25,2
21/09/2020,Westminster,E09000033,-59,-38,-21,-61,-61,16
22/09/2020,Westminster,E09000033,-59,-41,-23,-61,-61,16
23/09/2020,Westminster,E09000033,-63,-45,-51,-64,-60,18
24/09/2020,Westminster,E09000033,-64,-45,-47,-64,-61,18
25/09/2020,Westminster,E09000033,-64,-43,-51,-60,-58,17
26/09/2020,Westminster,E09000033,-59,-40,-47,-55,-24,7
27/09/2020,Westminster,E09000033,-59,-45,-57,-59,-28,6
28/09/2020,Westminster,E09000033,-60,-40,-33,-63,-60,16
29/09/2020,Westminster,E09000033,-61,-43,-40,-63,-59,18
30/09/2020,Westminster,E09000033,-63,-44,-54,-64,-59,17
01/10/2020,Westminster,E09000033,-63,-41,-43,-65,-57,17
02/10/2020,Westminster,E09000033,-69,-44,-69,-63,-57,19
03/10/2020,Westminster,E09000033,-62,-37,-64,-58,-25,8
04/10/2020,Westminster,E09000033,-64,-47,-77,-63,-29,8
05/10/2020,Westminster,E09000033,-63,-35,-44,-64,-59,18
06/10/2020,Westminster,E09000033,-62,-37,-47,-63,-58,18
07/10/2020,Westminster,E09000033,-62,-36,-44,-64,-56,16
08/10/2020,Westminster,E09000033,-64,-40,-51,-65,-57,18
09/10/2020,Westminster,E09000033,-65,-37,-55,-61,-55,17
10/10/2020,Westminster,E09000033,-58,-33,-51,-57,-19,7
11/10/2020,Westminster,E09000033,-54,-33,-39,-57,-23,5
12/10/2020,Westminster,E09000033,-64,-39,-53,-65,-59,18
13/10/2020,Westminster,E09000033,-65,-42,-57,-65,-58,18
14/10/2020,Westminster,E09000033,-63,-37,-51,-64,-56,18
15/10/2020,Westminster,E09000033,-63,-38,-50,-63,-56,18
16/10/2020,Westminster,E09000033,-63,-36,-50,-59,-54,16
17/10/2020,Westminster,E09000033,-63,-35,-52,-61,-22,8
18/10/2020,Westminster,E09000033,-60,-37,-48,-62,-24,7
19/10/2020,Westminster,E09000033,-64,-36,-41,-65,-59,18
20/10/2020,Westminster,E09000033,-65,-38,-41,-65,-58,19
21/10/2020,Westminster,E09000033,-69,-42,-62,-67,-58,20
22/10/2020,Westminster,E09000033,-65,-37,-43,-66,-57,19
23/10/2020,Westminster,E09000033,-66,-35,-52,-64,-56,18
24/10/2020,Westminster,E09000033,-64,-36,-58,-60,-22,9
25/10/2020,Westminster,E09000033,-56,-32,-48,-61,-22,6
26/10/2020,Westminster,E09000033,-59,-32,-34,-64,-62,19
27/10/2020,Westminster,E09000033,-63,-41,-56,-65,-62,20
28/10/2020,Westminster,E09000033,-62,-38,-47,-66,-59,19
29/10/2020,Westminster,E09000033,-65,-42,-56,-66,-61,20
30/10/2020,Westminster,E09000033,-63,-35,-48,-62,-59,19
31/10/2020,Westminster,E09000033,-63,-37,-63,-60,-21,9
01/11/2020,Westminster,E09000033,-54,-33,-59,-58,-23,6
02/11/2020,Westminster,E09000033,-57,-32,-48,-62,-56,17
03/11/2020,Westminster,E09000033,-53,-33,-49,-60,-55,16
04/11/2020,Westminster,E09000033,-50,-28,-41,-58,-54,14
05/11/2020,Westminster,E09000033,-86,-49,-59,-75,-63,25
06/11/2020,Westminster,E09000033,-88,-48,-66,-77,-63,26
07/11/2020,Westminster,E09000033,-89,-50,-56,-80,-41,15
08/11/2020,Westminster,E09000033,-87,-51,-58,-80,-45,13
09/11/2020,Westminster,E09000033,-84,-47,-54,-75,-64,24
10/11/2020,Westminster,E09000033,-86,-46,-52,-75,-65,24
11/11/2020,Westminster,E09000033,-87,-46,-58,-76,-64,25
12/11/2020,Westminster,E09000033,-87,-46,-52,-75,-64,25
13/11/2020,Westminster,E09000033,-89,-45,-61,-75,-63,25
14/11/2020,Westminster,E09000033,-92,-54,-79,-81,-45,17
15/11/2020,Westminster,E09000033,-87,-48,-63,-78,-46,13
16/11/2020,Westminster,E09000033,-86,-45,-55,-74,-64,24
17/11/2020,Westminster,E09000033,-86,-45,-55,-74,-64,24
18/11/2020,Westminster,E09000033,-87,-46,-58,-75,-63,24
19/11/2020,Westminster,E09000033,-87,-47,-62,-75,-64,25
20/11/2020,Westminster,E09000033,-89,-45,-70,-75,-62,25
21/11/2020,Westminster,E09000033,-87,-45,-59,-74,-41,15
22/11/2020,Westminster,E09000033,-83,-41,-45,-75,-44,12
23/11/2020,Westminster,E09000033,-85,-43,-53,-73,-64,24
24/11/2020,Westminster,E09000033,-85,-45,-52,-73,-63,24
25/11/2020,Westminster,E09000033,-85,-50,-61,-74,-62,25
26/11/2020,Westminster,E09000033,-85,-49,-54,-74,-62,24
27/11/2020,Westminster,E09000033,-85,-49,-62,-74,-61,25
28/11/2020,Westminster,E09000033,-83,-47,-52,-72,-40,15
29/11/2020,Westminster,E09000033,-80,-47,-55,-74,-42,12
30/11/2020,Westminster,E09000033,-81,-47,-56,-73,-62,23
01/12/2020,Westminster,E09000033,-81,-44,-50,-71,-60,23
02/12/2020,Westminster,E09000033,-69,-31,-55,-67,-55,19
03/12/2020,Westminster,E09000033,-71,-38,-62,-65,-56,20
04/12/2020,Westminster,E09000033,-66,-26,-57,-61,-53,19
05/12/2020,Westminster,E09000033,-52,-5,-40,-47,-23,7
06/12/2020,Westminster,E09000033,-50,-17,-45,-53,-24,7
07/12/2020,Westminster,E09000033,-63,-26,-50,-63,-58,18
08/12/2020,Westminster,E09000033,-64,-29,-51,-62,-57,19
09/12/2020,Westminster,E09000033,-64,-27,-53,-63,-55,19
10/12/2020,Westminster,E09000033,-64,-27,-47,-62,-57,19
11/12/2020,Westminster,E09000033,-62,-20,-47,-58,-55,18
12/12/2020,Westminster,E09000033,-51,-5,-40,-47,-23,8
13/12/2020,Westminster,E09000033,-54,-21,-59,-55,-24,8
14/12/2020,Westminster,E09000033,-61,-25,-47,-62,-59,19
15/12/2020,Westminster,E09000033,-52,-19,-33,-57,-58,17
16/12/2020,Westminster,E09000033,-77,-33,-58,-68,-61,21
17/12/2020,Westminster,E09000033,-75,-29,-43,-68,-61,21
18/12/2020,Westminster,E09000033,-78,-31,-60,-68,-63,22
19/12/2020,Westminster,E09000033,-75,-25,-61,-65,-31,11
20/12/2020,Westminster,E09000033,-85,-43,-61,-76,-38,11
21/12/2020,Westminster,E09000033,-85,-43,-64,-78,-72,25
22/12/2020,Westminster,E09000033,-86,-44,-62,-80,-73,25
23/12/2020,Westminster,E09000033,-87,-43,-71,-82,-72,25
24/12/2020,Westminster,E09000033,-89,-48,-66,-86,-76,26
25/12/2020,Westminster,E09000033,-94,-86,-62,-95,-86,35
26/12/2020,Westminster,E09000033,-93,-72,-75,-88,-50,19
27/12/2020,Westminster,E09000033,-86,-50,-61,-80,-38,13
28/12/2020,Westminster,E09000033,-90,-62,-61,-87,-81,30
29/12/2020,Westminster,E09000033,-88,-55,-63,-84,-76,28
30/12/2020,Westminster,E09000033,-88,-52,-60,-84,-74,28
31/12/2020,Westminster,E09000033,-90,-53,-67,-85,-76,28
01/01/2021,Westminster,E09000033,-95,-76,-73,-90,-84,34
02/01/2021,Westminster,E09000033,-91,-56,-69,-84,-40,18
03/01/2021,Westminster,E09000033,-90,-54,-70,-81,-37,14
04/01/2021,Westminster,E09000033,-89,-51,-70,-80,-70,28
05/01/2021,Westminster,E09000033,-90,-56,-73,-81,-71,29
06/01/2021,Westminster,E09000033,-90,-54,-69,-83,-71,29
07/01/2021,Westminster,E09000033,-91,-56,-70,-83,-71,30
08/01/2021,Westminster,E09000033,-92,-56,-76,-83,-70,32
15/02/2020,Barking and Dagenham,E09000002,-8,-6,-12,-10,-3,2
16/02/2020,Barking and Dagenham,E09000002,-7,-15,-46,-15,-7,1
17/02/2020,Barking and Dagenham,E09000002,6,2,15,-7,-16,3
18/02/2020,Barking and Dagenham,E09000002,5,-5,14,-11,-14,3
19/02/2020,Barking and Dagenham,E09000002,2,-3,-12,-12,-16,3
20/02/2020,Barking and Dagenham,E09000002,2,-5,-10,-13,-16,4
21/02/2020,Barking and Dagenham,E09000002,0,0,8,-7,-15,3
22/02/2020,Barking and Dagenham,E09000002,-5,0,0,11,-2,1
23/02/2020,Barking and Dagenham,E09000002,-3,-2,-2,7,-3,0
24/02/2020,Barking and Dagenham,E09000002,-3,0,0,0,-1,1
25/02/2020,Barking and Dagenham,E09000002,-1,3,14,2,1,0
26/02/2020,Barking and Dagenham,E09000002,0,3,2,-1,1,0
27/02/2020,Barking and Dagenham,E09000002,-1,2,2,0,-1,1
28/02/2020,Barking and Dagenham,E09000002,-3,4,-5,-2,0,1
29/02/2020,Barking and Dagenham,E09000002,0,5,-18,1,-2,1
01/03/2020,Barking and Dagenham,E09000002,4,9,24,7,-3,0
02/03/2020,Barking and Dagenham,E09000002,2,7,27,1,0,0
03/03/2020,Barking and Dagenham,E09000002,3,4,14,1,2,1
04/03/2020,Barking and Dagenham,E09000002,1,7,-1,-3,1,1
05/03/2020,Barking and Dagenham,E09000002,-4,0,-12,-4,-1,1
06/03/2020,Barking and Dagenham,E09000002,4,12,36,4,1,0
07/03/2020,Barking and Dagenham,E09000002,0,7,12,3,2,0
08/03/2020,Barking and Dagenham,E09000002,2,9,1,3,0,0
09/03/2020,Barking and Dagenham,E09000002,2,9,23,-1,-1,1
10/03/2020,Barking and Dagenham,E09000002,2,10,14,-1,-1,1
11/03/2020,Barking and Dagenham,E09000002,1,14,23,-1,-1,1
12/03/2020,Barking and Dagenham,E09000002,5,24,8,-4,-2,1
13/03/2020,Barking and Dagenham,E09000002,0,23,11,-6,-2,2
14/03/2020,Barking and Dagenham,E09000002,-3,21,0,0,-3,3
15/03/2020,Barking and Dagenham,E09000002,-7,12,-13,-5,-7,3
16/03/2020,Barking and Dagenham,E09000002,2,28,59,-9,-9,3
17/03/2020,Barking and Dagenham,E09000002,-3,27,18,-20,-14,6
18/03/2020,Barking and Dagenham,E09000002,-4,42,3,-24,-20,8
19/03/2020,Barking and Dagenham,E09000002,-5,44,-1,-25,-26,9
20/03/2020,Barking and Dagenham,E09000002,-20,19,8,-29,-28,13
21/03/2020,Barking and Dagenham,E09000002,-41,-1,2,-33,-25,12
22/03/2020,Barking and Dagenham,E09000002,-53,-16,12,-40,-33,10
23/03/2020,Barking and Dagenham,E09000002,-37,-9,22,-42,-46,17
24/03/2020,Barking and Dagenham,E09000002,-62,-18,15,-54,-57,24
25/03/2020,Barking and Dagenham,E09000002,-66,-23,16,-60,-63,26
26/03/2020,Barking and Dagenham,E09000002,-68,-27,25,-62,-65,28
27/03/2020,Barking and Dagenham,E09000002,-68,-25,22,-61,-66,29
28/03/2020,Barking and Dagenham,E09000002,-74,-38,-34,-60,-56,20
29/03/2020,Barking and Dagenham,E09000002,-79,-47,-48,-64,-55,16
30/03/2020,Barking and Dagenham,E09000002,-66,-32,-7,-65,-69,28
31/03/2020,Barking and Dagenham,E09000002,-65,-31,25,-63,-69,28
01/04/2020,Barking and Dagenham,E09000002,-68,-31,1,-65,-69,29
02/04/2020,Barking and Dagenham,E09000002,-68,-30,15,-65,-69,29
03/04/2020,Barking and Dagenham,E09000002,-69,-29,33,-60,-68,30
04/04/2020,Barking and Dagenham,E09000002,-72,-33,27,-55,-55,20
05/04/2020,Barking and Dagenham,E09000002,-75,-42,33,-57,-54,15
06/04/2020,Barking and Dagenham,E09000002,-66,-31,20,-62,-69,28
07/04/2020,Barking and Dagenham,E09000002,-62,-29,56,-61,-69,28
08/04/2020,Barking and Dagenham,E09000002,-62,-26,24,-63,-69,28
09/04/2020,Barking and Dagenham,E09000002,-60,-22,46,-61,-69,28
10/04/2020,Barking and Dagenham,E09000002,-69,-30,46,-67,-79,34
11/04/2020,Barking and Dagenham,E09000002,-70,-32,14,-59,-57,20
12/04/2020,Barking and Dagenham,E09000002,-82,-66,5,-62,-58,16
13/04/2020,Barking and Dagenham,E09000002,-70,-40,10,-74,-81,33
14/04/2020,Barking and Dagenham,E09000002,-61,-29,33,-61,-67,27
15/04/2020,Barking and Dagenham,E09000002,-60,-24,43,-61,-67,28
16/04/2020,Barking and Dagenham,E09000002,-61,-26,47,-62,-67,28
17/04/2020,Barking and Dagenham,E09000002,-66,-26,15,-61,-66,29
18/04/2020,Barking and Dagenham,E09000002,-70,-31,-4,-57,-52,20
19/04/2020,Barking and Dagenham,E09000002,-73,-44,45,-59,-50,15
20/04/2020,Barking and Dagenham,E09000002,-61,-31,63,-62,-66,26
21/04/2020,Barking and Dagenham,E09000002,-61,-26,65,-60,-64,27
22/04/2020,Barking and Dagenham,E09000002,-61,-25,65,-59,-64,27
23/04/2020,Barking and Dagenham,E09000002,-59,-22,82,-58,-65,26
24/04/2020,Barking and Dagenham,E09000002,-62,-23,75,-56,-63,28
25/04/2020,Barking and Dagenham,E09000002,-67,-29,28,-55,-51,18
26/04/2020,Barking and Dagenham,E09000002,-69,-35,73,-54,-48,14
27/04/2020,Barking and Dagenham,E09000002,-59,-25,58,-58,-63,25
28/04/2020,Barking and Dagenham,E09000002,-69,-34,-39,-64,-65,28
29/04/2020,Barking and Dagenham,E09000002,-63,-24,2,-60,-63,27
30/04/2020,Barking and Dagenham,E09000002,-66,-23,-1,-60,-63,26
01/05/2020,Barking and Dagenham,E09000002,-66,-20,15,-56,-62,27
02/05/2020,Barking and Dagenham,E09000002,-67,-21,44,-49,-48,17
03/05/2020,Barking and Dagenham,E09000002,-71,-34,27,-52,-47,14
04/05/2020,Barking and Dagenham,E09000002,-59,-20,87,-54,-61,24
05/05/2020,Barking and Dagenham,E09000002,-60,-20,63,-56,-61,25
06/05/2020,Barking and Dagenham,E09000002,-61,-18,94,-55,-60,25
07/05/2020,Barking and Dagenham,E09000002,-58,-13,102,-52,-61,24
08/05/2020,Barking and Dagenham,E09000002,-65,-17,122,-58,-74,30
09/05/2020,Barking and Dagenham,E09000002,-68,-21,72,-48,-48,17
10/05/2020,Barking and Dagenham,E09000002,-72,-36,-2,-53,-45,14
11/05/2020,Barking and Dagenham,E09000002,-60,-19,23,-56,-59,24
12/05/2020,Barking and Dagenham,E09000002,-58,-17,76,-53,-59,24
13/05/2020,Barking and Dagenham,E09000002,-60,-18,29,-56,-58,24
14/05/2020,Barking and Dagenham,E09000002,-60,-15,66,-54,-59,24
15/05/2020,Barking and Dagenham,E09000002,-60,-11,117,-49,-57,24
16/05/2020,Barking and Dagenham,E09000002,-63,-17,64,-45,-43,15
17/05/2020,Barking and Dagenham,E09000002,-66,-25,108,-42,-42,12
18/05/2020,Barking and Dagenham,E09000002,-53,-10,146,-49,-57,21
19/05/2020,Barking and Dagenham,E09000002,-53,-11,150,-49,-57,22
20/05/2020,Barking and Dagenham,E09000002,-54,-7,119,-48,-56,21
21/05/2020,Barking and Dagenham,E09000002,-55,-6,120,-49,-57,21
22/05/2020,Barking and Dagenham,E09000002,-57,-4,91,-46,-54,22
23/05/2020,Barking and Dagenham,E09000002,-63,-11,22,-40,-39,14
24/05/2020,Barking and Dagenham,E09000002,-66,-22,91,-37,-39,9
25/05/2020,Barking and Dagenham,E09000002,-60,-18,223,-55,-76,25
26/05/2020,Barking and Dagenham,E09000002,-53,-8,149,-46,-55,20
27/05/2020,Barking and Dagenham,E09000002,-54,-8,127,-47,-54,21
28/05/2020,Barking and Dagenham,E09000002,-53,-6,154,-48,-54,20
29/05/2020,Barking and Dagenham,E09000002,-56,-3,146,-43,-53,21
30/05/2020,Barking and Dagenham,E09000002,-59,-7,117,-32,-29,12
31/05/2020,Barking and Dagenham,E09000002,-61,-18,119,-33,-30,9
01/06/2020,Barking and Dagenham,E09000002,-50,-4,155,-45,-50,18
02/06/2020,Barking and Dagenham,E09000002,-50,-7,142,-44,-50,19
03/06/2020,Barking and Dagenham,E09000002,-53,-10,47,-47,-50,20
04/06/2020,Barking and Dagenham,E09000002,-54,-8,56,-47,-51,20
05/06/2020,Barking and Dagenham,E09000002,-55,-8,50,-47,-49,21
06/06/2020,Barking and Dagenham,E09000002,-60,-14,-5,-40,-30,13
07/06/2020,Barking and Dagenham,E09000002,-59,-17,39,-39,-31,10
08/06/2020,Barking and Dagenham,E09000002,-49,-8,90,-47,-47,18
09/06/2020,Barking and Dagenham,E09000002,-49,-10,132,-45,-48,19
10/06/2020,Barking and Dagenham,E09000002,-53,-13,15,-50,-48,20
11/06/2020,Barking and Dagenham,E09000002,-47,-7,68,-48,-49,20
12/06/2020,Barking and Dagenham,E09000002,-50,-7,77,-46,-46,20
